Firm,Period,ICB Sector,ROA,ROE,TA,Total Liabilities,OI_GROWTH,REV_GROWTH,Treated,After,TA_lag,Total Liabilities_lag
INPP.JK,2020Q2,Real Estate Investment and Services Development,1.594145782,2,8231392795090,2215762384720,-37.46390496,-62.67803683,1,1,7.93933E+12,2.2562E+12
INRU.JK,2020Q2,Industrial Materials,-0.443220272,-1,7695865700000,5275772100000,-433.2035935,161.9423508,1,1,6.6747E+12,4.58449E+12
INTD.JK,2020Q2,Leisure Goods,-4.635202695,-6,49830173930,9932594280,-817.8983405,-69.13262249,1,1,48302687560,6490409440
INTP.JK,2020Q2,Construction and Materials,0.255782002,0,27037394000000,3499253000000,-104.40588,-13.45811227,0,1,2.73816E+13,3.89892E+12
IPOL.JK,2020Q2,General Industrials,0.527896332,1,3862762597800,1908544832000,-3.087283663,-0.614833568,1,1,4.47085E+12,1.67225E+12
ISAT.JK,2020Q2,Telecommunications Service Providers,0.451643542,2,61079475000000,48678596000000,59.34914447,10.94028932,0,1,6.08787E+13,4.87317E+13
ISSP.JK,2020Q2,Industrial Metals and Mining,1.227190978,3,6306189000000,3357295000000,-134.1046469,-42.08503227,1,1,6.38002E+12,3.3259E+12
ITMA.JK,2020Q2,"Oil, Gas and Coal",2.267968908,2,2145667970000,4401632500,-40.26990275,0.389380531,0,1,2.41059E+12,505911900
ITMG.JK,2020Q2,"Oil, Gas and Coal",1.141406246,2,17422498060000,5092222340000,-61.98080023,-34.53328102,0,1,2.01984E+13,5.99558E+12
JAWA.JK,2020Q2,Food Producers,-2.707279928,-34,3514312656610,3280994003320,463.6390031,-67.68499685,0,1,3.50835E+12,3.17997E+12
JECC.JK,2020Q2,Technology Hardware & Equipment,-0.297809216,-1,1512051050000,885995832000,-10.4464401,-62.88150724,0,1,1.6486E+12,1.13259E+12
JGLE.JK,2020Q2,Travel and Leisure,-0.863276549,-1,3383255678940,1251235917270,-614.1937149,-34.64825299,1,1,3.40806E+12,1.24673E+12
JIHD.JK,2020Q2,Real Estate Investment and Services Development,-1.180037795,-1,6827022074000,3246788402000,-847.6241786,-49.59448023,1,1,6.87133E+12,3.2032E+12
JKON.JK,2020Q2,Construction and Materials,-0.596569561,-1,4742000579000,2333004830000,329.4274137,-36.05975797,0,1,4.96276E+12,2.26827E+12
JPFA.JK,2020Q2,Food Producers,-0.668851728,-2,27796365000000,17142864000000,-95.01317841,-19.08727563,0,1,2.76437E+13,1.67861E+13
JRPT.JK,2020Q2,Real Estate Investment and Services Development,1.713650313,3,11664690691000,4636546404000,-16.80331444,-8.439973538,1,1,1.15367E+13,4.36444E+12
JSMR.JK,2020Q2,Industrial Transportation,-0.624067526,-3,102691223000000,83862229000000,-67.08955067,-58.10311505,1,1,1.01102E+14,8.16785E+13
JSPT.JK,2020Q2,Travel and Leisure,0.879116793,1,5381492453000,3281630804000,-173.6343022,-72.26741472,1,1,5.57071E+12,3.19231E+12
JTPE.JK,2020Q2,Industrial Support Services,0.828670696,1,1172598134370,454236594410,-55.51620824,-15.56794753,1,1,1.1527E+12,4.54728E+11
KAEF.JK,2020Q2,Pharmaceuticals and Biotechnology,0.208405442,0,17513999167000,10308568259000,47.65162944,-15.66304,0,1,1.71996E+13,1.1111E+13
KBLI.JK,2020Q2,Electronic and Electrical Equipment,-2.568843082,-3,2986677047000,790196251000,-108.6962249,-54.02222915,1,1,3.01758E+12,1.31356E+12
KBLM.JK,2020Q2,Electronic and Electrical Equipment,0.000744085,0,1156715579150,305670062220,-89.17867818,-23.26128754,1,1,1.24567E+12,3.94636E+11
KBLV.JK,2020Q2,Telecommunications Service Providers,4.653174497,17,7352927000000,5846083000000,-17575.58854,12.29355488,0,1,7.44188E+12,5.26344E+12
KBRI.JK,2020Q2,Industrial Materials,-0.051015332,0,1058927511760,909461714360,8.848778368,-93.69907147,1,1,1.0783E+12,8.8854E+11
KDSI.JK,2020Q2,Household Goods and Home Construction,0.864123163,2,1278707393200,649722937240,-44.23680235,-23.15450899,0,1,1.27089E+12,6.48239E+11
KIAS.JK,2020Q2,Construction and Materials,-2.630247297,-3,1054245736890,274131676940,-66.06313321,-72.45852645,0,1,1.11518E+12,3.82164E+11
KICI.JK,2020Q2,Household Goods and Home Construction,-0.354714952,-1,158618861790,73417903700,-349.8746882,-26.96556917,0,1,1.60149E+11,65463957070
KIJA.JK,2020Q2,Real Estate Investment and Services Development,6.103331222,14,12276775046990,7627818691050,-1108.269914,158.5631682,1,1,1.22143E+13,6.81191E+12
KINO.JK,2020Q2,"Personal Care, Drug and Grocery Stores",1.159682972,2,5266005357050,2643486956540,18.42046831,-11.47179522,0,1,5.04047E+12,2.33279E+12
KIOS.JK,2020Q2,Software & Computer Services,-3.326942209,-8,245496880640,151024168220,-64.20079668,-58.62255453,1,1,2.52947E+11,1.70511E+11
KKGI.JK,2020Q2,"Oil, Gas and Coal",2.899113225,3,1720218056400,506667733000,-188.4845505,-35.79425668,0,1,1.86026E+12,4.83893E+11
KLBF.JK,2020Q2,Pharmaceuticals and Biotechnology,3.306642516,4,22091102524240,5749540441180,4.419210521,-0.073184827,0,1,2.21322E+13,5.69472E+12
KMTR.JK,2020Q2,Automobiles and Parts,3.17525077,8,4370394819860,2573193684690,69.69715558,-45.05749522,1,1,4.53323E+12,2.87176E+12
KOBX.JK,2020Q2,Industrial Transportation,-1.868171163,-8,1709199912800,1402512147000,-139.4419646,-22.83364996,1,1,1.87068E+12,1.27214E+12
KOIN.JK,2020Q2,Retailers,0.120795372,1,450738180210,487111327190,-117.6394731,-40.13127673,1,1,5.73002E+11,5.66318E+11
KONI.JK,2020Q2,Leisure Goods,9.712532987,144,109973617420,108803201200,-79.46548177,-53.83939117,1,1,1.1091E+11,97971033900
KOPI.JK,2020Q2,"Oil, Gas and Coal",-2.05767404,-4,173941344080,83141247490,-40.39662135,-5.455040337,0,1,1.72801E+11,62860796140
KPIG.JK,2020Q2,Real Estate Investment and Services Development,0.380867275,1,28881918270070,6156572399840,-26.4910259,-47.90349147,1,1,2.88796E+13,5.80447E+12
KRAH.JK,2020Q2,Industrial Engineering,-10.93193905,-73,606055631090,507667491110,182.9020983,120.7767777,1,1,6.34113E+11,5.21207E+11
KRAS.JK,2020Q2,Industrial Metals and Mining,-2.415378908,-19,47136546260000,39852067560000,-148.3425199,-14.30372052,1,1,4.77525E+13,4.39071E+13
KREN.JK,2020Q2,Investment Banking and Brokerage Services,0.838345523,1,4169799223140,2789995277090,-263.935973,36.96292606,1,1,4.30482E+12,2.64492E+12
LEAD.JK,2020Q2,"Oil, Gas and Coal",-0.893950009,-3,2406510647000,1767780151000,-80.51801634,71.09737334,0,1,2.09501E+12,1.53321E+12
LINK.JK,2020Q2,Telecommunications Service Providers,3.574672838,6,7558351000000,2363287000000,-11.97421116,6.212342688,0,1,6.91223E+12,1.99656E+12
LION.JK,2020Q2,Industrial Metals and Mining,-2.426492655,-4,675310196510,217628852760,704.7759839,-28.71923899,1,1,6.99497E+11,2.19318E+11
LMAS.JK,2020Q2,Media,-5.210897236,-13,378910867870,322315505320,-48.32476532,-47.58294386,1,1,3.79566E+11,3.14869E+11
LMPI.JK,2020Q2,Household Goods and Home Construction,-1.046226366,-3,712085394400,453960785600,102.5334891,-2.374569936,0,1,7.31958E+11,4.48321E+11
LMSH.JK,2020Q2,Industrial Metals and Mining,-2.403699573,-3,136048810400,28455305450,-119.2322338,-16.65803069,1,1,1.42249E+11,33455177570
LPCK.JK,2020Q2,Real Estate Investment and Services Development,-2.817009415,-4,13693972000000,3320617000000,-612.178489,79.31953423,1,1,1.38995E+13,3.14172E+12
LPIN.JK,2020Q2,Automobiles and Parts,1.850353047,2,328210772180,26163923710,198.7866305,27.43421415,1,1,3.24916E+11,29414593960
LPKR.JK,2020Q2,Real Estate Investment and Services Development,1.206871233,3,59775073000000,33297442000000,-218.8086677,-14.41183965,1,1,6.18344E+13,3.546E+13
LPLI.JK,2020Q2,Software & Computer Services,-2.776137732,-4,896642000000,200865000000,3.343196573,-24.02958429,1,1,8.83457E+11,2.07864E+11
LPPF.JK,2020Q2,Retailers,-2.94928106,-22,8680864000000,7900233000000,-119.1957177,-82.50103842,1,1,9.21604E+12,3.08628E+12
LPPS.JK,2020Q2,Investment Banking and Brokerage Services,-0.812393484,-1,1043613599760,5161957700,-75.15122422,-5057.578668,1,1,1.04538E+12,7547922240
LRNA.JK,2020Q2,Industrial Transportation,-2.66028927,-3,293346401790,51519648390,124.745858,-77.08115894,1,1,3.01232E+11,41462629190
LSIP.JK,2020Q2,Food Producers,0.781613334,1,10470589000000,1891729000000,177.0201203,-12.70777295,0,1,1.02253E+13,1.72944E+12
LTLS.JK,2020Q2,Chemicals,2.200716473,6,6029827000000,4133661000000,56.73343297,-15.77408721,0,1,6.55544E+12,4.56739E+12
MAIN.JK,2020Q2,Food Producers,-1.180984943,-3,4992718600000,3005095623000,-72.48810239,-22.16327591,0,1,4.88491E+12,2.83962E+12
MAMI.JK,2020Q2,Travel and Leisure,-0.371958807,0,1761230920630,359108277170,-81.40254758,-74.48782428,1,1,1.68577E+12,3.64723E+11
MAPB.JK,2020Q2,Travel and Leisure,-3.720448364,-9,2655812000000,1583226000000,-382.7011067,-61.65819032,1,1,2.68387E+12,1.51241E+12
MAPI.JK,2020Q2,Retailers,-2.536617863,-7,18746243000000,13288746000000,-167.7324734,-60.95751383,1,1,1.93453E+13,1.34308E+13
MARI.JK,2020Q2,Media,2.779297348,4,339737360040,121041794200,-31.49952406,2.353286661,1,1,3.41202E+11,1.20158E+11
MASA.JK,2020Q2,Automobiles and Parts,-0.890140226,-2,5993478608600,3773140137000,-54.64562035,-32.34792574,1,1,6.97598E+12,3.54934E+12
MBAP.JK,2020Q2,"Oil, Gas and Coal",4.105589606,6,3072981264800,742900693200,-19.84266285,-3.118875206,0,1,3.60582E+12,9.91357E+11
MBSS.JK,2020Q2,Industrial Transportation,-1.054811698,-1,3090438121000,887606884200,288.1633288,-34.26353099,1,1,3.4999E+12,9.27913E+11
MBTO.JK,2020Q2,Personal Goods,-3.381041328,-10,578032373170,386855837450,6.487796326,-21.03204468,1,1,5.90228E+11,3.7949E+11
MCAS.JK,2020Q2,Software & Computer Services,2.736819922,10,2162237758960,1705602421490,-17.51705022,26.48037466,1,1,2.15609E+12,1.56063E+12
MDIA.JK,2020Q2,Media,4.752316765,13,6242948974000,4045813037000,-2185.894396,-31.94036162,1,1,6.16374E+12,3.59542E+12
MDKA.JK,2020Q2,Industrial Metals and Mining,2.262037617,5,13353964093800,7195836305000,-0.613237561,-4.669001091,1,1,1.53477E+13,6.36126E+12
MDKI.JK,2020Q2,Chemicals,1.006033824,1,916820000000,103947000000,39.72711768,2.463431508,0,1,9.32422E+11,1.05839E+11
MDLN.JK,2020Q2,Real Estate Investment and Services Development,-0.969672952,-2,17000433883130,9946648049580,-104.8894225,-88.06752937,1,1,1.58147E+13,9.83271E+12
MEDC.JK,2020Q2,"Oil, Gas and Coal",-0.464212092,-3,89767130085200,84994601336000,-25.20314356,-15.89969516,0,1,1.04148E+14,6.67973E+13
MERK.JK,2020Q2,Pharmaceuticals and Biotechnology,-0.299366244,0,954480964000,335059886000,156.4058143,-21.50570639,0,1,9.64062E+11,3.07049E+11
META.JK,2020Q2,Industrial Transportation,1.029836011,2,5618967729320,2999247587180,-16.35720064,418.7998557,1,1,5.0774E+12,2.47468E+12
MFIN.JK,2020Q2,Finance and Credit Services,0.328344009,1,4573074000000,2223751000000,-50.57298087,-13.1715941,0,1,4.91819E+12,2.55024E+12
MFMI.JK,2020Q2,Industrial Support Services,-0.802993438,-2,366168276110,238836530960,23.42569277,2.769620255,1,1,4.83955E+11,1.84958E+11
MICE.JK,2020Q2,"Personal Care, Drug and Grocery Stores",-0.293431437,0,1021654294820,346822735580,23.27082112,-20.91433202,0,1,1.0354E+12,3.57032E+11
MIDI.JK,2020Q2,Retailers,1.097129553,5,5578479000000,4305890000000,10.84975783,4.582995911,1,1,5.56843E+12,3.76982E+12
MIKA.JK,2020Q2,Health Care Providers,1.667374521,2,5858822121250,1594017544620,-58.40557464,-27.3355789,0,1,5.80481E+12,1.3304E+12
MIRA.JK,2020Q2,Industrial Transportation,-2.391723472,-4,329370565370,108822618160,-129.996927,-41.74017197,1,1,3.36671E+11,1.18431E+11
MKNT.JK,2020Q2,Telecommunications Equipment,-0.654091897,-6,802697344830,694823758220,-137.0342131,9.718370322,0,1,7.63841E+11,6.68844E+11
MKPI.JK,2020Q2,Real Estate Investment and Services Development,-1.234142555,-2,7728072653850,2111037269750,-191.8639756,-67.5743902,1,1,7.52672E+12,1.81559E+12
MLBI.JK,2020Q2,Beverages,-2.03453923,-6,3472964000000,2265536000000,-121.6943929,-78.33692392,0,1,4.07862E+12,2.79442E+12
MLIA.JK,2020Q2,Construction and Materials,-0.378593364,-1,5725090238000,3254605482000,-194.0076786,-16.23589376,0,1,5.92744E+12,3.4339E+12
MLPL.JK,2020Q2,Retailers,0.198723107,2,17073295000000,12659906000000,-714.1472868,-26.82975289,1,1,1.75457E+13,1.03333E+13
MLPT.JK,2020Q2,Software & Computer Services,2.052536234,6,2336879000000,1253294000000,92.16580623,3.747075602,1,1,2.18134E+12,1.2078E+12
MMLP.JK,2020Q2,Industrial Support Services,0.727364484,0,6755553584000,2864413845000,15.2743352,12.467657,1,1,6.68774E+12,2.63719E+12
MNCN.JK,2020Q2,Media,3.67548235,5,18393876000000,5833306000000,-20.79207505,-17.521152,1,1,1.833E+13,6.63041E+12
MPMX.JK,2020Q2,Automobiles and Parts,-1.525605264,-2,8714116000000,2391504000000,-94.90742607,-57.85825537,1,1,1.05762E+13,3.55865E+12
MPOW.JK,2020Q2,Electricity,7.631171223,15,268476850000,125334593000,-46.38537427,-25.24136947,1,1,2.69521E+11,1.46254E+11
MPPA.JK,2020Q2,Retailers,-2.130348127,-21,5586292000000,5155849000000,-54.09977032,-2.090483917,1,1,3.82081E+12,3.29016E+12
MRAT.JK,2020Q2,Personal Goods,0.234743013,0,528525660500,159490682950,-379.9293711,8.057443706,1,1,5.32763E+11,1.64172E+11
MSKY.JK,2020Q2,Media,-1.152034888,-2,4216867000000,1457121000000,-171.263246,-16.84274057,1,1,4.29503E+12,1.60143E+12
MTDL.JK,2020Q2,Technology Hardware & Equipment,1.712376677,3,5559709000000,3385853000000,14.84067981,-3.84959233,0,1,5.15534E+12,2.96223E+12
MTFN.JK,2020Q2,Investment Banking and Brokerage Services,-1.463634045,-87,853686786850,945485259480,-1566.560255,109.2779301,1,1,9.56877E+11,7.95439E+11
MTLA.JK,2020Q2,Real Estate Investment and Services Development,0.504074412,1,5810985000000,2241991000000,-6.572936256,-62.22954413,1,1,5.8734E+12,2.53102E+12
MTRA.JK,2020Q2,Construction and Materials,0.4419213,1,348374471100,216723646040,-715.5402087,91.68798883,0,1,3.2954E+11,1.45288E+11
MTSM.JK,2020Q2,"Personal Care, Drug and Grocery Stores",0.47165008,1,75610715010,20872993640,-132.8166509,-39.62693197,0,1,74736351730,22984911570
MYOH.JK,2020Q2,"Oil, Gas and Coal",9.644731551,12,2268712367600,402830213000,-48.56564586,-19.90430523,0,1,2.27041E+12,5.26942E+11
MYOR.JK,2020Q2,Food Producers,0.067348336,0,18350730146870,7750271209000,-15.85111518,-5.657656659,0,1,1.94745E+13,8.88321E+12
NASA.JK,2020Q2,Real Estate Investment and Services Development,-0.124552066,0,1139764571360,55159704670,-25.6663743,-16.00163563,1,1,1.14327E+12,57250627180
NELY.JK,2020Q2,Industrial Transportation,1.437080121,2,556314925100,85166939770,-28.92836234,-6.881176939,1,1,5.49796E+11,78337394970
NIKL.JK,2020Q2,Industrial Metals and Mining,7.455306151,26,1945586043000,1295032599800,-1550.361574,-1.814837827,1,1,2.32468E+12,1.7483E+12
NIPS.JK,2020Q2,Electronic and Electrical Equipment,0.642446016,1,1900351922000,904579695000,120.3049211,11.91253882,1,1,1.78386E+12,9.47138E+11
NIRO.JK,2020Q2,Real Estate Investment and Services Development,-1.882312988,-1,8320062765370,6076782914990,-956.0060208,-20.43203006,1,1,8.47212E+12,5.89988E+12
NRCA.JK,2020Q2,Construction and Materials,0.624327123,1,2384941296950,1195533456710,6.553220779,-34.10400841,0,1,2.44418E+12,1.24165E+12
OASA.JK,2020Q2,Telecommunications Equipment,-3.280172165,-3,47870572360,645100060,391.9259414,-94.0565243,0,1,49604003350,779873700
OMRE.JK,2020Q2,Real Estate Investment and Services Development,-1.713720901,-2,4249950090440,532050901080,10.34546865,-69.28688541,1,1,4.27025E+12,4.67033E+11
PADI.JK,2020Q2,Investment Banking and Brokerage Services,-0.628335143,-1,311088233620,28141549810,1416.402217,-85.03782736,1,1,3.12523E+11,35709910990
PALM.JK,2020Q2,Food Producers,0.443920007,0,2238839436000,262916260000,-83.52070865,23.15063167,0,1,2.33032E+12,2.87551E+11
PANR.JK,2020Q2,Travel and Leisure,-1.854603107,-4,2160888238000,1400066121000,-113.8606615,-20.85343413,1,1,2.14781E+12,1.27457E+12
PANS.JK,2020Q2,Investment Banking and Brokerage Services,5.246016779,9,1940528454850,804488974080,172.1524895,52.13574186,1,1,1.80286E+12,6.92206E+11
PBRX.JK,2020Q2,Personal Goods,1.89385644,4,9269884735400,5953202056000,54.16492829,19.44454883,1,1,1.01666E+13,5.58485E+12
PBSA.JK,2020Q2,Construction and Materials,2.354804162,3,745627590450,189322276140,18.85006792,8.778363238,0,1,7.34413E+11,1.85213E+11
PCAR.JK,2020Q2,Food Producers,-6.29035304,-9,114878211520,37886281160,112.9264089,-48.80220706,0,1,1.22388E+11,38065787400
PDES.JK,2020Q2,Travel and Leisure,-7.526807714,-18,388050702660,244974861300,-24733.10452,-97.57699942,1,1,4.27712E+11,2.49942E+11
PEGE.JK,2020Q2,Investment Banking and Brokerage Services,1.467040362,2,507245012210,8122437220,-94.99426582,-85.67411869,1,1,5.06872E+11,15188761260
PGAS.JK,2020Q2,"Gas, Water and Multi-utilities",-0.368704207,-2,107146455008200,86985331583000,21.32503281,-35.6553406,0,1,1.2936E+14,6.68023E+13
PGLI.JK,2020Q2,Travel and Leisure,-1.924785018,-3,89996026030,27732244050,-48.10738445,-47.56071096,1,1,92673934920,25711688830
PICO.JK,2020Q2,General Industrials,-0.873392654,-3,1127616056630,810295714910,-15.51970667,-7.523937014,1,1,8.84793E+11,8.26836E+11
PJAA.JK,2020Q2,Travel and Leisure,-3.150405314,-7,4504181392540,2026657699820,-66.32094041,-89.63080157,1,1,4.14505E+12,1.96715E+12
PKPK.JK,2020Q2,"Oil, Gas and Coal",1.194834514,5,76964386000,59369214000,822.6921941,910.441724,0,1,75679514000,57327332000
PLIN.JK,2020Q2,Travel and Leisure,1.098271072,1,12679393237000,972457079000,-15.49536369,-19.75339488,1,1,1.2548E+13,9.35158E+11
PORT.JK,2020Q2,Industrial Transportation,-1.330640566,-3,2161615662000,1409223313000,-62.2044559,18.09615724,1,1,2.48867E+12,1.16998E+12
POWR.JK,2020Q2,Electricity,2.504863396,5,19099332973600,10372571830000,-46.82080523,-28.86984151,1,1,2.11433E+13,9.23256E+12
PPRO.JK,2020Q2,Real Estate Investment and Services Development,0.143236811,1,18569352514780,14566095600900,-43.63837467,-7.05516331,1,1,1.8585E+13,1.40026E+13
PRAS.JK,2020Q2,Industrial Metals and Mining,1.272541228,4,1650251826410,1199934182610,-141.8688082,-69.51230168,1,1,1.72395E+12,1.0114E+12
PRDA.JK,2020Q2,Medical Equipment and Services,-2.332207323,-3,1919741000000,385830000000,-336.8319035,-33.45636904,0,1,2.10006E+12,4.12451E+11
PSAB.JK,2020Q2,Travel and Leisure,-0.112854768,-2,13626743761200,11480926027000,7.226795171,-1.457312908,1,1,1.63225E+13,9.59225E+12
PSKT.JK,2020Q2,Travel and Leisure,-1.391839562,-2,451034015570,64512168270,38.23160132,-56.08036268,1,1,4.57973E+11,66173133160
PTBA.JK,2020Q2,"Oil, Gas and Coal",1.432452631,2,26892528000000,7973055000000,-23.86305001,-26.29803552,0,1,2.77286E+13,7.83978E+12
PTIS.JK,2020Q2,General Industrials,0.003001754,0,501591550600,265693354200,-47.02707242,-4.560216595,1,1,5.74611E+11,3.03462E+11
PTPP.JK,2020Q2,Construction and Materials,0.009167369,0,54119100261110,43222826136320,-57.35142341,-41.38276294,0,1,5.47291E+13,4.38909E+13
PTRO.JK,2020Q2,"Oil, Gas and Coal",0.885637345,2,7514577560000,4514061200000,-39.55992033,-40.93363688,0,1,9.01217E+12,5.59E+12
PTSN.JK,2020Q2,Electronic and Electrical Equipment,-0.069642071,0,2132430514600,980911142400,-90.64911098,-66.99361996,1,1,2.35903E+12,1.15852E+12
PTSP.JK,2020Q2,Travel and Leisure,-10.41062978,-26,344506152000,219708125000,-290.1461257,-75.0415617,1,1,3.60713E+11,1.97122E+11
PWON.JK,2020Q2,Real Estate Investment and Services Development,1.503960113,3,26492459196000,12750479564000,-84.58235118,-81.96158135,1,1,2.65622E+13,1.11238E+13
PYFA.JK,2020Q2,Pharmaceuticals and Biotechnology,0.654998117,1,201228762110,75957469450,92.26101183,-26.08467267,0,1,2.0505E+11,66060214690
RALS.JK,2020Q2,Retailers,-0.141167241,0,5464798000000,1295696000000,-107.1988726,-77.17101415,1,1,5.77719E+12,1.58879E+12
RANC.JK,2020Q2,"Personal Care, Drug and Grocery Stores",2.331276089,5,1301114220820,733264496470,223.582174,35.81922182,0,1,1.29241E+12,7.54234E+11
RBMS.JK,2020Q2,Real Estate Investment and Services Development,-1.53696442,-2,779265791660,201740381240,89.90337454,-89.15348579,1,1,7.93429E+11,2.06918E+11
RELI.JK,2020Q2,Investment Banking and Brokerage Services,9.4635277,12,630162209580,114026482470,297.3772069,9.152502058,1,1,5.63899E+11,1.28477E+11
RIGS.JK,2020Q2,Industrial Transportation,-1.023625581,-1,692617278800,140203635000,-136.7489825,-44.15462246,1,1,8.74429E+11,1.44152E+11
RIMO.JK,2020Q2,Retailers,0.097870048,0,6514551004300,1550704436750,166.2863268,109.3974794,1,1,6.40833E+12,1.6289E+12
RMBA.JK,2020Q2,Tobacco,-0.262610809,-1,15968610000000,8598687000000,123.5531424,-15.24672562,1,1,1.70003E+13,7.36957E+12
RODA.JK,2020Q2,Real Estate Investment and Services Development,-0.618123363,-1,4020631552220,1698815902950,-123.4122156,-76.60991597,1,1,3.94116E+12,1.65506E+12
ROTI.JK,2020Q2,Food Producers,-0.042333893,0,4829554855890,2022199112460,-74.97128618,-4.30386861,0,1,4.66584E+12,1.78543E+12
RUIS.JK,2020Q2,"Oil, Gas and Coal",1.580937553,5,1360997570190,927671458950,95.54108206,7.065244035,0,1,1.35761E+12,8.18363E+11
SAME.JK,2020Q2,Health Care Providers,-1.352075645,-3,2164674051750,1234630352620,-140.8820159,-68.04281867,0,1,2.22481E+12,1.26509E+12
SCCO.JK,2020Q2,Electronic and Electrical Equipment,0.713109126,1,3985844434200,869935479700,13.07069876,-44.15089741,1,1,4.13658E+12,1.24457E+12
SCMA.JK,2020Q2,Media,3.932034089,6,6788783649000,1756830262000,-6.714624121,-30.26553452,1,1,7.18791E+12,1.99635E+12
SCPI.JK,2020Q2,Pharmaceuticals and Biotechnology,2.343129822,6,1762702209000,1018088922000,1660.2146,40.49734459,0,1,1.78125E+12,1.07816E+12
SDMU.JK,2020Q2,Industrial Transportation,8.339646118,181,187391865970,191289791930,56228.761,-31.80474691,1,1,1.92136E+11,1.68952E+11
SDPC.JK,2020Q2,Pharmaceuticals and Biotechnology,-0.2302525,-1,1222681109090,980974672380,-38.93814624,-15.25923709,0,1,1.3174E+12,1.07519E+12
SGRO.JK,2020Q2,Food Producers,0.027541927,0,9465047000000,5497754000000,399.999116,15.20289833,0,1,9.64763E+12,5.68072E+12
SHID.JK,2020Q2,Travel and Leisure,-0.862855356,-1,1442910492270,540436918650,-2882.08646,-80.36410012,1,1,1.46347E+12,5.42767E+11
SHIP.JK,2020Q2,Industrial Transportation,2.204141314,4,3406654389800,2446535949000,32.16650395,-8.895225597,1,1,3.88111E+12,2.16603E+12
SIDO.JK,2020Q2,Food Producers,5.076667973,6,3444139000000,366531000000,3.559971797,4.679754855,0,1,3.73604E+12,4.39715E+11
SILO.JK,2020Q2,Health Care Providers,-1.695901452,-3,8628200000000,2852582000000,-335.9758375,-22.00213927,0,1,8.92424E+12,3.00238E+12
SIMP.JK,2020Q2,Food Producers,-0.85628443,-2,34922234000000,20980183000000,-17.59631211,13.13243622,0,1,3.53159E+13,2.04259E+13
SIPD.JK,2020Q2,Food Producers,-0.769507683,-2,2444911000000,1479328000000,62.3811865,-9.433840663,0,1,2.4247E+12,1.55458E+12
SKBM.JK,2020Q2,Food Producers,-0.436731564,-1,1668237536080,842051534950,-36.32732102,51.59386414,0,1,1.73518E+12,9.28461E+11
SKLT.JK,2020Q2,Food Producers,0.659322356,1,796224897200,412036176610,17.56505072,2.396616917,0,1,8.05409E+11,4.09886E+11
SMAR.JK,2020Q2,Food Producers,4.656159782,14,31131301000000,20188950000000,-358.1354601,12.76728197,0,1,2.99389E+13,2.02745E+13
SMBR.JK,2020Q2,Construction and Materials,-1.304753849,-2,5609669373000,2281868447000,-146.524522,-18.1799289,0,1,5.65089E+12,2.24548E+12
SMCB.JK,2020Q2,Construction and Materials,0.070060479,0,19504357000000,12431267000000,173.6877271,-5.27254164,0,1,1.94763E+13,1.24168E+13
SMDM.JK,2020Q2,Real Estate Investment and Services Development,0.023987695,0,3210661357770,1436109214710,-78.59188263,-42.94005512,1,1,3.21402E+12,1.4355E+12
SMDR.JK,2020Q2,Industrial Transportation,1.112307013,2,7402725294600,4935503845600,-118.1135084,8.296800118,1,1,8.15836E+12,5.575E+12
SMGR.JK,2020Q2,Construction and Materials,0.229617468,1,78299047000000,45575172000000,-12.08231437,-9.460852522,0,1,7.92839E+13,4.62805E+13
SMMT.JK,2020Q2,"Oil, Gas and Coal",-2.240037732,-3,875067185920,299831908640,-429.1558663,-18.79020859,0,1,8.71513E+11,2.81645E+11
SMRA.JK,2020Q2,Real Estate Investment and Services Development,0.02317706,0,25751657691000,18582715458000,-21.71571632,-29.05404574,1,1,2.57685E+13,1.7074E+13
SMRU.JK,2020Q2,Industrial Metals and Mining,-1.935569854,-5,1543770599000,933759344920,287.1039293,-36.89828161,1,1,1.61517E+12,9.01556E+11
SMSM.JK,2020Q2,Automobiles and Parts,2.67877168,4,3366507000000,1085610000000,-23.62744653,-25.00587141,1,1,3.49985E+12,1.27731E+12
SOCI.JK,2020Q2,Industrial Transportation,0.156908279,0,9707044067600,5618049280000,-8.562587207,-11.62073329,1,1,1.10983E+13,4.89931E+12
SONA.JK,2020Q2,Travel and Leisure,-1.958207214,-3,1019673714440,251982920810,-655.5753081,-99.4437171,1,1,1.15597E+12,3.66997E+11
SPMA.JK,2020Q2,Industrial Materials,3.781119689,6,2344794337500,907263124280,119.2762899,-31.19821279,1,1,2.21913E+12,8.66146E+11
SRAJ.JK,2020Q2,Health Care Providers,-0.286611244,-1,3470697516590,1704641176990,-219.6713457,8.868454406,0,1,3.10958E+12,1.33387E+12
SRIL.JK,2020Q2,Personal Goods,1.794266189,5,25858986833000,13416172734000,17.37385295,14.42287152,1,1,2.16424E+13,1.23459E+13
SRTG.JK,2020Q2,Investment Banking and Brokerage Services,17.4230332,21,24127195000000,3639217000000,86.29876122,68.09194716,1,1,2.09397E+13,4.21741E+12
SSIA.JK,2020Q2,Construction and Materials,-1.362825069,-3,7822365003250,4188249161150,14.68931681,-41.03738226,0,1,8.17412E+12,4.128E+12
SSMS.JK,2020Q2,Food Producers,3.755499054,12,11454057708000,8315676581000,-215.1029797,31.0437539,0,1,1.20096E+13,7.79565E+12
